order_id,products
1446520,41480 25602 19835 4052
1446521,15008 46692 47943 15532 33198 820 13646 30776 44830
1446526,4920 21137 17027 8277 19691
1446599,40545 25931 24852 17429 8859 10749
1446603,None
1446626,None
1446658,31372 30391
1446667,None
1446705,13512 26620 5077 2103
1446728,35044 45221 35078 3919 22326 23288 14553 19003
1446740,32655 48720 21137 43122 22963 27966 2298 28058 20186 10814
1446834,18465 47626 47766
1446845,14852 6669 21137 37524 20632 37658 22170 44830 5025 40229 26790 36523 41009 10804 38456 4799 40001 16837 37067 17872 22993 38739 42585 12125 24035 4455 25072 19057 23291 22908 14462
1446854,43772
1446865,40706 24035 48900 2086 24838 28785 12008 25705 49131 7916 48642 33198 9521 11090 22963 12980 48309 29117 27966 12974
1446875,47626
1446886,40001 45603 5450 48523 13661 5496 48309 13176 25305 46906 47610 43295
1446914,39947 4461 21709 35221 44632 22556
1446950,20632 13080 8859 2078 8777
1447017,17600 13829 35628 47626 42828 49683 44661 4920 34969 11068
1447079,34448 37929 42615 42992 10239
1447117,47144 20392 5450
1447141,33120 37825 19019 27695 8277 4793
1447206,9825 45066 40852 14010 38452
1447231,47209 22014 26949 2966
1447235,10500 42406 23782 34024 17616 48532 27966 45566
1447237,35688
1447255,28593 48894 19478 19966
1447354,8744 24425 47058 32855
1447440,5194 25890 32139 9444 7781 42828 11020 45066 10603 35628 30700 2450 13629 21137 20754 38387 24852 13819 2237
1447442,41220
1447490,19660
1447495,32347 34197
1447552,45447
1447599,17794 44359 5450 31148 42002 34358 13176 33722 13852 4605
1447626,36865 6187 47626 33037 47630 40723 24852 42265 46620 16797 29987 17835 34358 4920 41787 45066 8309 40001 11078 34126 23375 5460 27086 9177 8412 26209 12644 26981 8424 36011 17044
1447668,26209 12614 40545 29487 28985 4605 40031
1447779,30754 48348 42962 47766
1447805,43713 20995 21543 45007 24852 4472 11707
1447830,32642 39275 260 22825 45066 30391 13996 27086 29487 21137 24852 37646 47209 35321 39706 3599
1447891,6232
1447897,38944 38311
1447914,30489 24852 41990
1447927,20395
1447928,10369 27881 4945 39928 47610 41950
1447957,33768 26881 3798
1447969,38241 17703 32331 3308 34993 17758 38456 17341 17982 33855
1448063,17794 35750 36550 5161 45066 34358 35597 24852 47766 24489 39928 17948 6238 5919
1448075,44449
1448083,34414
1448123,17795 7524 31782 22153 32492 22893 10776 14163 28419 49176 3358 17663
1448210,34448 21267 41844 49621 21463 45368 9405
1448217,None
1448247,48523 36550 6355 1063 37194 35819 15532 4461 307 39993 633 30776 12313
1448303,32570 26604 33754
1448336,36939 24852 12341
1448344,32843
1448439,30450 26604
1448452,15392 41665 47890 45007 47601 46802 25043 2228 47766 13176 19508 47866 46654 42719
1448478,33731 32369 37524 5077 30774 42585
1448511,47626 16334 36144 43026 5750 45951
1448609,43789 32839
1448681,9515
1448712,28473 16556 49198
1448788,47626 21903 46802 34584 35547 33438
1448924,13176 29801 31506 27156 20383
1448937,None
1448955,18465 44075 33000 47209 47626 24235 8277 13176 8859 8382 8021
1448981,35221
1449061,486 28204 34163 24852 36406 4920 17949
1449088,38444
1449098,13249 39491 44843 15472 6801 24852 4920 31423
1449171,12193 17316 5025 36872 46313 48679 15438 21137 8021 47766 30391 13176 47388 43320
1449227,22113 3211 39877
1449328,10441 31651
1449356,34688 26369 43662 21137 24852 37141 21526 21783 26790 4781 6348 5322 27966 41793 42953 5450 30923 40396 25936 2014 24799 39527 20082 8309 16254
1449359,27744 20323 48364 7021 34126 21903 39928 32369 19982 43545 13176 31513
1449387,30639 2447 21137 8277 36406 23576 28601 28123
1449406,21137 11140 24852 13517 1503
1449410,11520 27104 40723 35939 14084 44683 21903 43760 21137 38739 23038 920 46979 27966
1449427,36772 4210 7963 24852
1449429,34497 13269
1449455,25122 36036 8174 15536 5876 27086 30391
1449520,20940
1449593,26317 37215
1449648,23296 21019 30597 10151 28204 20682 9387 33548 32239 9292 25706 19348 5077 44697 24852 1819 44156 13866 24053
1449673,38241 20298 30379 12333 26321 39922 3635
1449748,47954
1449764,4210 37018 47966
1449770,5460 38028
1449792,40706 42244 47626 5134 21903 49424 31506 47766 10904 42265 19611 38684 432 6110 12858 8138 7646 26848 26856 39275 30450 9597
1449811,4288 11941 644 12118 13740 38861 39886 23569 47044 19478 18072 45156 228 19612 23898 11807
1449862,32480 22173
1449944,27845
1450038,26384 45064 702 20119
1450083,39877 42828 5612 13517 49171 24852 20119 27608 16185 4957
1450087,49683 11481 15227 21150 45007
1450140,21288 47877 20711
1450192,7179 28204 33055
1450219,27521 38383 24852 34428
1450226,33120 39040 34530 27845 24838 48679 19048 22825 31915 21903 3952 21137 27104 30233 29328 41950
1450276,45066 21903 24852 13733 30599
1450354,38247 26088 30731 46572 36274 46547 45717 25049 37051
1450379,18288 45210 42342 5077 30662
1450392,21410 8708 20682 1228 36784 24852 18102 16607
1450418,35042 47626 9068 24852 20119 26620
1450419,651
1450488,19154 12395 40583
1450518,27104 432 27845 48775 29127 42768 49683 24852
1450522,17731 42633 5867 47438 26767 7794 24852 48988 2205
1450552,39275 48205 41808 24184 7419 2847
1450556,544 22025 35042 24852 31573
1450581,1529 34658 15028 2822
1450655,10602
1450689,15872 26369 45007 16525 27695 21616 22963 35221 8087 13176 28985 27567 1244 21405
1450701,21288 5258 42803 16797 27477
1450706,1483 49131 49235 24852 4920 35417
1450752,34262 30774
1450768,16797
1450815,15872 47809 8518 26856 47626 21903 29650 20947 24852 47766 24184 30463
1450841,40992 35652 22534 5479 12456 11497 1463 19660 25138 44910 21295 1744 48722 2132 8277 22935
1450846,36534 24142 15023
1450941,8859
1450959,25138 21903 32927
1450980,27521 34243 36389 24807 12456 22829 30382 32655 44632 45747 42139 12341 14715 18232 7898 18811 1757
1450987,13984 27744 34530 35108 44359 3464 48364 34126 39984 16083 49683 26209 39812 17915
1451026,16797
1451218,41057 10241 19173 37606 32327 9017
1451304,33216 18465 33401 13351 5640 5450 47280 45106 24852 23029 26177 18615 4920 49273 9755 28476 27966 24799
1451343,13176
1451460,19057 24852 26165
1451609,36552
1451611,27744 26209 40706 8518 33000 20734 46667 46990 35535 1169 37022 14647 45007 28476 27966
1451659,47626 3163 26949 24838 13143
1451699,7400 27356 35221 20743
1451772,15200 27910 30406 39275 32689 38775 13176 16797
1451876,39408 6184 19691
1451916,27104 48104 25659 43086
1451977,3151
1452028,34358 5782 5077 44142
1452032,32486 2920 5612 39275 1452 46413 13870 21616 35734 22825 12409 9755 36287
1452125,21292 22128 4920 12341 10326 13176 8571 16797
1452134,6658 27845 15273 36554 25779 32152 2846
1452167,41950 45007
1452176,31264 36326 10054 30696 33614 14739 26373 3957 33198 12863 42677
1452197,35233 34530 48894 311
1452212,33313 41714 34531 19305
1452227,34050 49621 40198
1452277,22624 40001 48004 5385 40878 4472 10132 13176
1452358,20842 28204 21903 25072 24852 47766 38456
1452364,8518 47144 24184 39408 23288 39928 22935 13176 5785 46654
1452510,40002 11710
1452517,41391
1452521,32775 47626 44142 14927 39408 25395 21557 39993 44570 36604
1452525,41836 10814
1452556,25212 8859 17316 11461
1452700,27104 15872 41220 31717 8518 47209 22935 21938 25653 37687 18234 26940 10749
1452709,None
1452840,26800 47209 35898 13062 27521
1452849,13984 26209 35939 31717 2086 3143 37288 46667 8075 16973 33198 21903 30291 5876 30391 40826 10621 43295
1452869,None
1452873,23909
1452973,24852 24964
1453010,3298 46149 18023 6184 43154 12341 13176
1453017,7751 13198 30831 49683 29487 32030
1453236,24852
1453264,29987 44008 28745 31404 27086 21616 24852 33401
1453267,9825 22594 20899 5764 24838 48679 28745 39275 42445 9839 40723 26644 162 26937
1453274,33768 8571 7862 15462
1453281,19660 22935
1453326,26209 29926 41950 5450 27663 46802 21903 3765 21174 25659 36606 42719
1453408,11777 45955 27845 48628 21461 47766 13176 33401 45535
1453469,39275 17997 15693 20081 24852 47766 19511 24830
1453709,10337 7522 39619 24838 40001 10969 48171 15630 17807 38226 16180 13877 45497 24120 34137
1453727,26209 48679 16759
1453768,41242
1453790,13176 42455
1453928,38456 13852 28204 47766
1453957,29858 32700 16797 15359
1453971,36640 28289 1890 5380 8193 47209 47626 34126 21903 27315
1454006,24852 16797
1454010,21019 7485 39877
1454061,15618 47516 44234 34789
1454191,5250 26629 41543 11688 12807 22035 21137 26706 11187 5876 35221 48822 10551 13176 12858
1454357,20113
1454367,30849 48205
1454483,5732 19125 15221
1454523,46521
1454534,38928 6184 26348
1454547,33198
1454554,27040 26209 24834 33731 1700 13829 35921 29898 21195 29740 37646 45007 13176 47986 22035 22198 6104 26940 31717
1454579,31040 8087 34448 30489 4920 42265
1454631,16097 3298 9515 36070 47403 18451 19019
1454667,42460 24852 4942
1454724,13176 39275 26604 27845
1454768,8193 17988 45066 44683 21683 37332 47766 6647 27966
1454815,27429 32455 8744 25513 28204 26604 44142 17615 43632 46041 27102 24852 31573 1463 40376 27924 1541 27423 26324 35199
1454908,15872 47626 43115 24664 47630 45647 17744 24184 4565 6166 14295 18200 25146 8955
1454956,14242 39877 6664 4302 5392 16145 46175 42495
1454988,14536 9714 30223
1455072,27104 141 24838
1455100,None
1455145,39922 22802 5068 10258
1455185,449 5450 11679
1455187,39495 22031
1455227,43804 47877 48871
1455408,47209 24852 27845 13702 8087
1455557,25256 5769 29898 37220
1455638,22935 24964 6341 35167
1455642,None
1455700,None
1455710,18465 27845 31528 40268 8594 47766 13176
1455722,48205 23046
1455738,36011 27845 8467 45066 48395 22124 14739 24852
1455788,40354 43772 48071 28296 27612 23819 4674 41805 18104 33852
1455790,12341
1455966,30336 46787 32869 19370 28849 24830 10006 13565 27966 5077
1456027,None
1456042,33147 16283 9213 16797
1456126,7969 24852 28842 4724 34358 1940
1456160,27845 9515 44910 38383 39121 8277 47672 890
1456398,32455
1456400,None
1456426,21292
1456437,48679 19816 22825 37646 21137 39928 40604
1456484,1826 20995 9830 13712 19057 24852 33626 9755 12412
1456512,37745 32211 24852
1456553,None
1456554,1710 4142
1456602,8193 12258 8929 4302 42736 24654 17025 28986 3869
1456728,7521 33731 44292 15751 47209 17706 14891 17487 17872 43122
1456757,45048 48933 5710
1456762,21903 40516 31717 44359 47209 15933 39984 20660 8277 30489 9337 45948 6971 40604 21405 8021
1456782,47209 47626 26283 21903 21616 49683 27156 42265 24184 30169 18362 605
1456805,377 16290 24852 40910 14903
1456809,18234 24964 10749
1456859,None
1456864,23233 40709 24838 1463 6489 13176 30233 18362 23644 15613
1456867,12078
1456888,46521 196
1456892,34126
1457069,46979 22395 40063
1457095,21616
1457099,16220
1457196,18531 22220 3957 42110
1457295,9825 31618 7461 18695 47626 49235 24852
1457307,43631
1457428,8869 19057 27690 45447 30391 24561 8087 11512 42265 1511 22474 9407
1457469,47633
1457495,6369 21195 17924 13525 23662
1457537,8736 41665 44683 46470 329 22475 4462 21137 27104 41065 49175 22170 41149 41950
1457648,9076
1457692,1408 24035 8424 47766 26648 34969 6046
1457712,8193 31371 14704 41588 42265 34969
1457834,27845 31717 39275 34126 46575 13176 34574 33527 4472 42234 49215 27454 7781
1457845,32360 37769 22474 39275 22959 22929 49141 23192 43643 26364
1457846,9472 5025 16168 10385 20082 27966
1457882,4472 27695 37349 21903
1457930,18176 7681 25890 31371 42342 19046 21544 14633 21162 39275 22888 21137 13062 49075 27104 36695 46584 42265 47610 5212 26790
1457981,None
1458041,24964 47144 30442 42059 15613 22474 32433 20114 24852 22298 45007 44989 20319
1458044,23288 23423
1458046,44632 39947 20995
1458047,9067
1458059,14379 24964 2038
1458145,36865 9122 31459 10852 34949 25811 26209 39275 21137 45007 43888 28465 20114 40723 13176 7130 30563 7485 39877
1458147,38241 14778 33548 29062 24852
1458205,7952 10199
1458402,47209 13877 37687
1458466,11512 24852 27966
1458488,20802 48004 25544 47626 24235 20463 14897 43799 16797 46654
1458605,45064 14161 25032 32293 31981
1458803,14114 23909 35976 46844 43530 15820 39464 9075 2708 24660 8730 28092 5917 29695
1458830,8193 1511
1458988,39475 34339 47717
1459032,46363 196 6758 5258 21195 8571 38300
1459133,26032 28642 37158
1459211,25985 12099 40516 44325 6631 11182 38383 34065 42265 3631 36287
1459234,22825 36011 39180 44422 32655
1459262,31720 25535 11422 27086 22935
1459343,5025 45862 28454 5450 17867 12013 24852 10613 18998 38200 16564 32156
1459442,24964 4605 17461
1459514,5856 8386 8230 47209 21195 31471
1459534,581 45007 4605 21903 3952 20114 44632 25659 41149
1459547,None
1459591,13194 26348 8013 11380 13914 38172 9695
1459619,12341
1459640,13249 42706 41665 31506 3583
1459673,36956
1459684,44353 48002 43076 24390 15174 1896 3689 48364 24852 23734 16953 29405
1459697,12504 24852 33198
1459774,48423 12258 31268 18465 28465 8424 48395 43409 24852 5013 2452 42110 33301
1459825,None
1459846,31553 25890 39558 41065 27531 19660 13198 25659
1459936,27690 42828 17487 22035 9598 8638
1459992,None
1460140,41065 21162 3339
1460177,5258
1460189,24253 11352 31720 15050 31927 21903 19057 3957 25718 36695 13176 29117 33000 5077
1460248,49235
1460293,43900
1460301,23236 27077 6252 3885 29487 32433
1460367,None
1460370,34466 21526 46505 24799 9839 11408 27966 8239 35132 13807 28156 19678 8309
1460386,35652 1862 34126 23829 24964 8091
1460388,21137 43255
1460432,8339 41597
1460473,41005
1460474,12916 24759
1460488,14632 16168
1460613,28110 4605 44142
1460633,1416 21910 27086
1460642,27392 41665 28066 24964 13829 33125 12456 47209 5994 17807 44560 41950 7539 17461 30391 43961 5212 10749 24830 35135
1460718,30440
1460731,26209 38226 30169
1460792,42240 516 24458 39059 24852 2838 34456 13083 32810 18987 46522 21955 4942 20955 27360 48097 40292 27237 14576 32403 27510 46842 49279
1460831,39968 24852 31717 16759
1460882,27872 19660 36493 24333 14452 8859 27966
1460926,27845 38504 43373 9839 47601 14678
1460976,2480 26209 40604 47209
1461010,21513 47766
1461065,13176 34320 3226 14084 35221
1461145,13176 5077 29574
1461159,13974 29734 20711
1461229,9906 31717
1461295,None
1461316,17794 28204 15923 24852 1811 34969 44570 34427
1461338,27464 41363
1461364,18721 47941 33894 45064 5069 44270 30696 24852 15860 41242 29307 28092 16797 23102 287
1461391,6020 45066 32652 45453 20114 30489 42265 17948 21413 28199 20392 33198 9649 2996 26165 22328 42442 27966 3274 45007 34137 7503 24035 41065 41578 47209 13176 5373
1461396,13176
1461409,45246
1461439,1700 14645
1461440,34050 16759 15976 19787 30352 35921 18226 87 38936 11868 16605 17867
1461493,43968 11777 29826 8516 14086 20788 47209 36011 34668 25824 28199 21903 27344 46676 8021 31273 33100 11140 4029
1461577,None
1461596,26209 5380 12069 47209 33195 10749 21938 13176 41597
1461629,21709 45007
1461650,33651 44042 49379 9076
1461692,39275 26317 12078
1461733,43713 5250 22395 27845 35561 5450 10603 29487 2450 22227 24852 23734 35003 19173
1461843,38632 44632 35221 19862 32935
1461848,24001 23909
1461873,39863
1461910,30720 17600 17652 41844 21009 7503 49683 1240 48595 24852 35221 39190 4472 42265
1461957,17794 41220 47209 34126 35535 28601 17948
1461988,16965 42342 49131 39692 16797 45302 2361 43258 24893
1462032,49683
1462049,16953 24964 4605 26209
1462149,35782 18727 38567 43789 21334 4071 21914 3835 41437 2846
1462169,21137 2855
1462211,6631 28842 26283 20114 10807 34969 47626
1462214,38440 5258 49463
1462219,27845 26375 48007 40396 37646 42768 14161 24852 9430 37687 34969 8025 4799
1462256,4638
1462298,1689 12341 32478
1462333,14809 30996 13877 32655
1462348,6576 3856 17986 24852 11461
1462374,19340 4210 24852 31981
1462409,26209 45603 47209 5258 37646 45807 44632 43122 33587 5876 8277 13176 5785 20794 6287 21469 27925
1462465,1890 39877 47960 43352 42265 16797
1462535,46720 44449 9092 1541 45607 29640 33257 8650 32877 10193 42580 19257 18394 36956
1462547,16759 31717 44359 47209 17706 25931 40396 37646 9839 13176 31506 39190 30391 4920 3631 13629 27966 36287
1462560,12256 196 28204 32663 41594 13083
1462635,26209 2825 45066 5876 47766 16759
1462660,11777 47626 26165 28985 16797
1462736,14233 13378 21195 4149 21769
1462740,116 32455 22028 16797 44943
1462771,41352 20940
1462912,10049 45064 1835 31981 37229 13008
1462970,40386 34355 21949 35221
1463070,46817 2245 26055 47114 43279 49520 17650 46388 29783 27770 33791
1463197,11408 34969 12779 4605
1463235,18288 13740 23579 24852 9038
1463301,1157 11081 26060 35822 20658 48695 12285 47141
1463415,10017 48679
1463445,31040 13249 20738 42659 37508 21903 22963 7485 31258 17949 17461
1463458,24699 32566 18175
1463529,40070 10637 36878 37214 5014 20250 28572 33198 34229 12727 40261 19143 35413 17616 23761 28754 32211 10453 33113 27356 41694 21471 47331 42193 2538 48875 35181 7407 48370 49235 13558 45687 13176 34643 38357
1463544,26790 26604 28946 22035 24852 25272 42265 12058 41787 16797
1463548,30561 12099 27845 18337 35561 42701 21903 21137 49235 28597 13176 45007 20380
1463565,13072 19003 34295
1463587,21376 28745 34668 15693
1463620,45862 38768 35378 34487 19963 44799
1463680,5569
1463733,None
1463763,39040 32995
1463795,8308
1463837,43352 16797
1463893,25890 28204 2966 40063
1463925,11520 26683 21137 9934 15950 21903 21616 13176 5876 8277 16759 4920 42585 27355 10015
1463940,47337 32403
1464001,45504 17281 5478 36305 24852 49621 2905 24948 15613
1464019,18362
1464065,None
1464160,40545 14218 432 49235 24852 28597 24024 13147 36127
1464166,5532
1464173,10117 3044 30910 45190 48351
1464256,27951 21051 27845 37067 23543
1464300,32096 5067 44683 30696 1674 13643 26083 16464 34483 3061 43223 16953 36443 7509
1464328,7781 38118 34262 33065 49488 6193 31766 42969 3485
1464346,31912 21195
1464397,45066 49683 3044 25533
1464417,39024 27845 21125 5031 26604 141 27662 39216 43352 25043 48628 47766 25623 4920 24506 41787 21567
1464476,23760 35171 277
1464502,38643 21701 1263
1464519,None
1464567,43772 47479
1464579,25072
1464633,13176 42768 3957 29662
1464636,15392 47734
1464655,46667 45535
1464741,None
1464753,13976 45217
1464770,13424 3298 37710
1464796,8277
1464820,33919 1063 13605 38231
1464850,39225 671 2781 28934 31279
1464879,19138 13509 2536 45066 24235 39950 8744 18418 43961 21243
1464909,47209 5876 24549 25513
1464913,7644 23594 9844 47626
1464984,None
1465195,21009 1804
1465204,8744 24142 13885 35824 49683 24852 3990 4605 3999
1465269,38928
1465272,29952 44449 36036 21709 45056
1465280,25825 46651 47141 4649 8204 28976 37265 32403 29239 46522 20955 4828 27294
1465331,25691 44716 43951 4210 4595 5077 41787 43772 16797
1465378,19048 47209 8736
1465399,39657 46562 196 10258 32478
1465484,15650 45066 4565
1465522,19171 32566 9510 39719 8424 28204 7702 10151 34604 23341 27022 26505 46664 24852 28412 47766 5385 34969 41609 21372 9076
1465681,None
1465713,39275 35951 12341 42265 16283 16797
1465728,28993 4562 36011 47626
1465759,5769 5258 9020 13378 39922
1465768,27323 2974
1465773,13176 25659 39275 3884
1465794,44632 41273
1465831,36393 24235 13446 22046 8193
1465841,41520 32691 19348
1465911,39101 24062
1465922,42112 18721 5089 12817 10215
1465955,27966 30391
1465991,39408 46521
1466001,30696 23341 49520 49235 18394 17565
1466025,39719 29315 42987
1466027,31995 15902
1466133,46514 16797
1466190,44035 27845 12564 5479 22504 38697 19660 42445 45007 48628 2581 33590 30391 13176 22260
1466216,15433 28842 23341 8237 19697 24563 37940 19220 20156 11306 32478
1466217,13176 47652 41588 7175
1466331,32177 31995 2983 6937
1466448,640 41290 27407 20754 41972 38909
1466544,2545 40233 21903 47280 44632 13176 26683 41950
1466553,40706 27845 44359 45007 28985 6046
1466662,48559
1466666,43076 4210 14556
1466743,16539
1466759,44632 17794 39947 3398
1466762,6137 3959 46940 27510 12087
1466834,30776 27474 47325
1466856,27845 47626 13517 13870 21903 38739 19094 39928 27966
1466883,10586 21469 18606
1466914,2099 36676 329 19692 49235 19348 1530
1466921,18811
1466957,17902
1467007,9480 13176
1467069,8193 43459 12772 26152 4138 39921 25466
1467079,3298 26312 7561 31981 21288 16797
1467105,27521 46979 5479 22220 6795 19660 47 26480 9839 2078
1467132,None
1467154,38944 23233 34050 7175 7241 29388 13877 39097
1467170,25466 33198
1467193,40939
1467205,6386
1467227,39558 34126
1467236,23339
1467251,18760 21737 47888 1940 5077 14999 9076
1467272,23032
1467312,None
1467318,26209 12099 24964 39190 21288 4942 22312 33352 24852 47766 45364 3163
1467339,13176 44359 21903
1467342,258 24195 24852 42796 49387 26348 31725 31534 9421 7952 12066 33716 1621 29974 26104 48505 48559 8479
1467352,49520 1700 16262 40454 26472 28076 30958 13807 28976 37681 24852 47877
1467374,49235 907 19691
1467454,10912 37354 29487 11461 11526 8424 46537 5450 38831 17008 4210 24852 47145 4605 13834 12703
1467470,9409 29814 6631 26348 15923 23286 14233 46842
1467477,20144 20842 46979 16349
1467572,21602 34795 17670 459 46029 42258 39285 10333 42495
1467629,24852 47965
1467787,35986 49111
1467868,9434 14414
1467976,13176 27086
1468007,13176 13575
1468013,13176 49235 45007
1468036,None
1468065,7948 196 36534
1468089,3682 16262 33000 24184 4086 13176 43258 43101
1468202,16616 6046 45007
1468205,24184 15290 22935 41950 30391
1468253,10753 24385 45613 37646 17487 16848 8436 2326 13431 16540
1468269,15297 33698 6852 36070 45064 33614 14312 39922 32915 24852 3765 14778 26172
1468535,581 10314 21903 42768 28785 40377 30776 28985
1468566,37687 21137 5450 30599 26317 141 45840 19057 24852 30391 34969 21903 18523
1468577,None
1468622,39040 27744 34530 11941 49383 22825 22935 47209 39928 41588 27104 44359 1463 13176 17915
1468641,48577 13176 46886 34993 6962 15992 25949 27966 32831
1468645,42768 5479 29898 21996 21267 21903 21872 31506 38003 1398 36216 14267 38012 19678
1468651,46049 39812 4421 28427 5646 38383 19678
1468669,9216 13506 18019 43967 45541 41545 37354 18987 14861 12782 21485 31981 38996 10519 38395 12508 44234 11679
1468671,20710 47144 27663 5456 39560 44632 21903
1468707,38928
1468747,14897
1468806,30307 46886 27985 33392 21137 27966 17758
1468902,27156
1468928,11777 24964 26209 48745 19660 26606 432 35090 13176 25466 33055
1468963,26759
1469128,24147 7443
1469130,14177 38979 7781 38985 2476 21137 43352 10172
1469292,3952 34126 22935
1469370,14371
1469376,32648 5785 28204 47380 38558
1469491,7808 43234 10339 9766 16262 20583 47209 11399 47630 32655 21616 49519 18708 48726 17530 5487 13596
1469535,21288 20940
1469544,44099 13380 22634 10685 21616 33847 43129 18090 33407
1469640,14130 287
1469699,13984 40124 46638
1469704,32864 46979 33000 49 15290 46331 11933 19775
1469711,17122 21573 33351 2350 32403 19604 43205 1464 36475 33950 46847
1469854,25890 46979 40229 5818
1469974,8518 36039 47626 47630 21903 432 27966 24852 35221 5373 46206
1470039,38819 46020 47877 4102 27243 22124 42736 21137 24024 39032 13050 47740
1470077,47977 10690 9175 36316 43631
1470150,33825 34915 4421 21903 27344 18019 43954 1875 24852 49141 43799 12911 42460
1470161,43154
1470256,20509 48702
1470293,38996
1470317,16896 47626 5479 19208 26633 28842 17794 33135 49585 20082 34163 12341 4472 5115 16797
1470503,34565 47912 21938 38293 47766 22142
1470611,6184 28413
1470631,32156
1470651,612 37687
1470666,27966
1470769,7649 31683 13870
1470781,26248 45570 19019 27966
1470786,19488 28587 29487 37520 15860 15221 5782 27576 121 19836 16797
1470789,34124 48957
1470790,27845 17191 42736 42450 38739 19006 45311
1470801,17316 47977 42701 40146 8277 13176 42139 1244 21469 27966
1470822,4920 1065 37766
1470827,5479 8518 14127
1470918,160 27104 37158 20431 44008 25513 47626 3628 24654 21903 49520 44632 25138 40723 26165 11992 9839 13829
1470926,39408 46979 44765 19678 5077
1470966,None
1470975,40002
1470998,28427 49235 47766 4879
1471056,30489 33754 24852 38689 21903
1471077,44632 18677
1471156,45346 24964 44422 16521 36011 7503 17872 5876 7485 47209 17944 46650 4605
1471169,27521 40198 18465 24184 24852 31678 4920 7963 17758
1471190,38694 25965 10126 4920 29180 30463
1471241,9666 27845 26604 18994 35992 10106 46813
1471253,None
1471303,27683 49224 33290 27415 32846 17027 30391 12442 27966
1471319,11520 49683
1471332,11520 25670 42450 21872 4658 22963 5077 7414 13176
1471346,13802 10132
1471349,20710 22025 39877 26790 21137 47209 30391 46584 329 13176 10586 8859 45502
1471376,None
1471421,None
1471470,13176 30489 40706 11100 42445
1471514,20518
1471561,39877 27336 47626 43086 35951 48726 30391 19678
1471571,14146 48142 47366 25237
1471579,None
1471610,39275 21137 24852 47766 30391 43961
1471617,47209 47626 33195 37524 34969 27966
1471639,27744 47766 11109 27966
1471657,40939 4724 12341 21903
1471702,43504 13176 23407
1471712,48857 14853
1471791,24852
1471814,None
1471857,30561 36735 37766 29447 22825 49131 42828 4589 45007 21137 46979 44533 31927 27511 13176 21903 25340 19677 27966 12341
1471864,19478 45448 21137 21267 24852 47766 25890 35108 21543 32303 7091 30391 28985 28476 4799 33731 23622 46667 34380 21709 34126 3535 25936 12113 14678 42585 33754 874 26604 5618 18963 3962 33787 24830
1471888,13380 29160 4793 41290 19660 1940 43735 8728 24964 47626
1471889,38051 47626 210 10644 34969 40604 4605
1471915,44487 42633 3820 44722 24852 46996 16349
1471986,25986 40709 24489 30442 39275 47209 17122 21903 38833 45364 38837 18441 27156 14778 27509
1472008,None
1472069,37385 25890
1472105,47209 18479 20082 24852 7863 21903
1472200,26209 14947 32197 16840 11182 45007 2643 43961
1472276,8859
1472308,27521 40706 46979 41220 10885 44359 8424 47209 21841 20015 17872 21137 5077 27881 18409 13176 30489 41860 21019 27966 35535
1472331,17600 11009 46979 10403 28427 8073 5450 22699 14381 49683 1571 38371 24852 5923 3999
1472372,7308 14702 39247
1472422,11759
1472462,39121 21938
1472501,27428
1472584,4210 12055
1472592,5160 37609
1472619,None
1472663,13025 3298 46979 36070 26695 40002 27663 14352 28226 22425 10831
1472685,46061 32079
1472691,None
1472800,9955 2966
1472803,27360 34403 36227 18987 46572 29487 8536 18851 24852 42936 35068
1472836,39858
1472847,21137 45066 26604 13225
1472899,37417 13629 21709 8277 44359
1472983,11448 30563 8309 47209 33198 27729 22035 46676 23765 14870 45599 16953 24799 22367
1473110,31553 13176 27845 651 38456 21938 32691 32950 2295 24184 41950
1473184,None
1473239,17794 38383 12016 49683 19508 25659 14462
1473289,None
1473365,12980 45615
1473370,39351 31683 35652 3782 25830 6187 30391 18670 42450 4787 41844 34702 18135 9076 15290 28634 3999
1473443,28928 18465 44622
1473453,47842 33351 42731 1154 10957 24852 14901 9175 2840 46842 14111 5077
1473462,29987 42309 8518 39561 44422 21195 18117 12089 5134 24197 37074 49075 22935 34163 46650 27881 18908 22825 31717
1473478,26209 24964 31717 31553 38293 47734
1473496,32197 2314 44334 45007 21137 36339 13176 48857 16570 8955 34335
1473538,449 34050 23909 2022 4649 27086 20784 13203 5876 30391 23288 24123 6143
1473587,38689 46667 27966
1473665,12341
1473671,39041 41371 19653 21799 36808 25422 44056 24852 35383 31608 37311 16349 16261
1473678,39812 44233 49683 24852 30169 33787 40604 4605
1473783,13712
1473859,27845 12614 24852 47766 25340 16797
1473870,47144 22935
1473962,None
1473972,14467 10385 39475 10070 38647 8379 19678
1473982,None
1473994,8193 24964 10246 8424 5769 47626 43920 22935 46206
1474093,24852 2588 4605 48871
1474107,7131 27374
1474199,17650 4186
1474263,42265 1244
1474289,13176
1474339,6087 21903 32403 25588 9434 32079
1474342,43961 15995 11068
1474348,16282
1474390,None
1474577,28515 31766 5077 15386 49191 27695 21333 11249 21938 49235 32052 12094 2966 33754 24852 18618 48734 4605 41950 287
1474677,27344 34126 22935
1474755,15780 23909 39276 43279 14320 46738 26456 6735 19389
1474817,18465 38662 14183 45066 651 9808 4920 19156 44949 21463 13176 10132 25852 27966 35221
1474934,13176 43352
1474936,38200 46355 2078
1474964,47931
1474978,44310 27845 4967 32553 42059 3599 12756 41238 4792 35132
